City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
694,Mahanoro,MG,-19.9,48.8,75.31,86,80,7.29,broken clouds
695,Makueni,KE,-1.8041,37.6203,67.86,80,61,1.43,broken clouds
696,Mao,ES,39.8885,4.2658,46.4,87,0,3.44,clear sky
697,Pong,TH,19.1493,100.2752,90.0,62,0,5.75,clear sky
698,Sosnovo-Ozerskoye,RU,52.5249,111.5418,36.57,27,98,15.48,overcast clouds
699,Lebowakgomo,ZA,-24.2,29.5,64.4,39,0,8.05,clear sky
700,Mattru,SL,7.6244,-11.8332,74.48,89,95,2.06,overcast clouds
701,Tuatapere,NZ,-46.1333,167.6833,53.01,90,97,1.01,overcast clouds
702,Sorland,NO,67.667,12.6934,33.8,69,75,17.27,broken clouds
703,Tayu,ID,-6.5397,111.0518,85.03,70,40,3.96,scattered clouds
704,Nara,JP,34.6851,135.8049,66.0,59,75,19.57,broken clouds
705,Udachnyy,RU,66.4167,112.4,28.27,81,55,7.94,broken clouds
